tokens	labels1	labels2
''	0	0
Zelleria	0	0
hepariella	0	0
''	0	0
Stainton	1	1
,	0	0
1849	0	0
# New sentence = : : : : '' B. ''	0	
:	0	0
:	0	0
:	0	0
:	0	0
''	0	0
B.	0	0
''	0	0
# New sentence = ' '' Hansel Robles '' ' ( 0–1 )	0	
'	0	0
''	0	0
Hansel	1	1
Robles	2	2
''	0	0
'	0	0
(	0	0
0–1	0	0
)	0	0
# New sentence = ' '' John III of Portugal '' '1502–1557	0	
'	0	0
''	0	0
John	1	1
III	2	2
of	2	2
Portugal	2	2
''	0	0
'1502–1557	0	0
# New sentence = 20px ' '' Gabrovo '' ' , Bulgaria	0	
20px	0	0
'	0	0
''	0	0
Gabrovo	5	5
''	0	0
'	0	0
,	0	0
Bulgaria	5	5
# New sentence = He was educated at Eton College from 1616 to 1626 .	0	
He	0	0
was	0	0
educated	0	0
at	0	0
Eton	3	3
College	4	4
from	0	0
1616	0	0
to	0	0
1626	0	0
.	0	0
# New sentence = Pharaquta ( Puno )	0	
Pharaquta	5	5
(	0	6
Puno	5	6
)	0	6
# New sentence = Chimanlal Girdharlal Road	0	
Chimanlal	5	5
Girdharlal	6	6
Road	6	6
# New sentence = Past winners include Ian Paisley , David Hockney , Eileen Atkins , Stanley Baxter , and Moira Stuart .	0	
Past	0	0
winners	0	0
include	0	0
Ian	1	1
Paisley	2	2
,	0	0
David	1	1
Hockney	2	2
,	0	0
Eileen	1	1
Atkins	2	2
,	0	0
Stanley	1	1
Baxter	2	2
,	0	0
and	0	0
Moira	1	1
Stuart	2	2
.	0	0
# New sentence = Kevin Love ( 21 )	0	
Kevin	1	1
Love	2	2
(	0	0
21	0	0
)	0	0
# New sentence = Bumble Bee Foods	0	
Bumble	3	3
Bee	4	4
Foods	4	4
# New sentence = PS1491 by John Tesh	0	
PS1491	0	0
by	0	0
John	1	1
Tesh	2	2
# New sentence = 98th Expeditionary Air Refueling Squadron	0	0
98th	3	3
Expeditionary	4	4
Air	4	4
Refueling	4	4
Squadron	4	4
# New sentence = He moved to a portion of his properties at Canfield , Ohio in October 1802 and made his permanent home there .	0	
He	0	0
moved	0	0
to	0	0
a	0	0
portion	0	0
of	0	0
his	0	0
properties	0	0
at	0	0
Canfield	5	5
,	0	0
Ohio	5	5
in	0	0
October	0	0
1802	0	0
and	0	0
made	0	0
his	0	0
permanent	0	0
home	0	0
there	0	0
.	0	0
# New sentence = Henry Rollins – Robotman	0	
Henry	1	1
Rollins	2	2
–	0	0
Robotman	0	1
# New sentence = Governor of Western Australia as a Crown Colony — Captain Charles Fitzgerald	0	
Governor	0	0
of	0	0
Western	5	3
Australia	6	4
as	0	0
a	0	0
Crown	0	0
Colony	0	0
—	0	0
Captain	0	1
Charles	1	2
Fitzgerald	2	2
# New sentence = 1973 – Dover , NH	0	
1973	0	0
–	0	0
Dover	5	5
,	0	0
NH	5	5
# New sentence = ' '' Giathenge '' ' is a settlement in Kenya 's Central Province .	0	
'	0	0
''	0	0
Giathenge	5	0
''	0	0
'	0	0
is	0	0
a	0	0
settlement	0	0
in	0	0
Kenya	5	5
's	0	0
Central	5	0
Province	6	0
.	0	0
# New sentence = Oman , Muscat Governorate , Muttrah	0	
Oman	5	5
,	0	0
Muscat	5	5
Governorate	6	6
,	0	0
Muttrah	5	5
# New sentence = National Register of Historic Places listings in Newton , Massachusetts	0	
National	0	0
Register	0	0
of	0	0
Historic	0	0
Places	0	0
listings	0	0
in	0	0
Newton	5	5
,	0	0
Massachusetts	5	5
# New sentence = Bruce Atherton Smith	0	
Bruce	1	1
Atherton	2	2
Smith	2	2
# New sentence = South River , New Jersey 2.10 %	0	
South	5	5
River	6	6
,	0	0
New	5	5
Jersey	6	6
0,090277778	0	0
%	0	0
# New sentence = ' '' Pasadena City College '' '	0	
'	0	0
''	0	0
Pasadena	3	5
City	4	6
College	4	6
''	0	0
'	0	0
# New sentence = '' Halliwell 's Who 's Who in the Movies '' HarperCollins ISBN 0-06-093507-3	0	
''	0	0
Halliwell	0	0
's	0	0
Who	0	0
's	0	0
Who	0	0
in	0	0
the	0	0
Movies	0	0
''	0	0
HarperCollins	3	3
ISBN	0	0
0-06-093507-3	0	0
# New sentence = `` That 's My Goal ''	0	
``	0	0
That	0	0
's	0	0
My	0	0
Goal	0	0
''	0	0
# New sentence = Chapman , Pasadena , California	0	
Chapman	5	5
,	0	0
Pasadena	5	5
,	0	0
California	5	5
# New sentence = Simon Williams ( chess player )	0	
Simon	1	1
Williams	2	2
(	0	0
chess	0	0
player	0	0
)	0	0
# New sentence = *The Rawadid ( 955–1221 ) ruled Azerbaijan .	0	
*The	3	3
Rawadid	4	4
(	0	0
955–1221	0	0
)	0	0
ruled	0	0
Azerbaijan	5	3
.	0	0
# New sentence = The Martin Short Show ''	0	
The	0	0
Martin	1	1
Short	2	2
Show	0	0
''	0	0
# New sentence = Dwyane Wade ( 32 )	0	
Dwyane	1	1
Wade	2	2
(	0	0
32	0	0
)	0	0
# New sentence = He died at Ealing , Middlesex , on 8 January 1982 .	0	
He	0	0
died	0	0
at	0	0
Ealing	5	5
,	0	6
Middlesex	5	6
,	0	0
on	0	0
8	0	0
January	0	0
1982	0	0
.	0	0
# New sentence = The project is estimated to take 14-18 months to complete , and will provide more than 1,200 jobs to the Ark-La-Tex .	0	
The	0	0
project	0	0
is	0	0
estimated	0	0
to	0	0
take	0	0
14-18	0	0
months	0	0
to	0	0
complete	0	0
,	0	0
and	0	0
will	0	0
provide	0	0
more	0	0
than	0	0
1,2	0	0
jobs	0	0
to	0	0
the	0	0
Ark-La-Tex	3	5
.	0	0
# New sentence = ' '' Leading trainer since 1987 ( 2 wins ) : ' ''	0	
'	0	0
''	0	0
Leading	0	0
trainer	0	0
since	0	0
1987	0	0
(	0	0
2	0	0
wins	0	0
)	0	0
:	0	0
'	0	0
''	0	0
# New sentence = Paul McDonald Calvo and Felix Camacho .	0	
Paul	1	1
McDonald	2	2
Calvo	2	2
and	0	0
Felix	1	1
Camacho	2	2
.	0	0
# New sentence = He was appointed Bishop of Bristol in 1782 , Bishop of Norwich in 1783 and Bishop of St Asaph 1790 .	0	
He	0	0
was	0	0
appointed	0	0
Bishop	0	0
of	0	0
Bristol	5	5
in	0	0
1782	0	0
,	0	0
Bishop	0	0
of	0	0
Norwich	5	5
in	0	0
1783	0	0
and	0	0
Bishop	0	0
of	0	0
St	0	5
Asaph	5	6
1790	0	0
.	0	0
# New sentence = Steeple , 819 m ( 2,687 ft )	0	
Steeple	0	5
,	0	0
819	0	0
m	0	0
(	0	0
2,687	0	0
ft	0	0
)	0	0
# New sentence = His family took him to visit the Imam Husayn Shrine at the age of two .	0	
His	0	0
family	0	0
took	0	0
him	0	0
to	0	0
visit	0	0
the	0	0
Imam	5	5
Husayn	6	6
Shrine	6	6
at	0	0
the	0	0
age	0	0
of	0	0
two	0	0
.	0	0
# New sentence = The song `` Suffocating '' has been covered by Orianthi on her debut album Believe '' .	0	
The	0	0
song	0	0
``	0	0
Suffocating	0	0
''	0	0
has	0	0
been	0	0
covered	0	0
by	0	0
Orianthi	1	1
on	0	0
her	0	0
debut	0	0
album	0	0
Believe	0	0
''	0	0
.	0	0
# New sentence = Fulton , Alabama	0	0
Fulton	5	5
,	0	0
Alabama	5	5
# New sentence = `` Love Me Again '' was released as the lead single from the album on 17 May 2013 .	0	0
``	0	0
Love	0	0
Me	0	0
Again	0	0
''	0	0
was	0	0
released	0	0
as	0	0
the	0	0
lead	0	0
single	0	0
from	0	0
the	0	0
album	0	0
on	0	0
17	0	0
May	0	0
2013	0	0
.	0	0
# New sentence = Denver and Rio Grande Railway	0	0
Denver	3	3
and	4	4
Rio	4	4
Grande	4	4
Railway	4	4
# New sentence = In 1636 , the Minors moved to Hingham .	0	0
In	0	0
1636	0	0
,	0	0
the	0	0
Minors	0	1
moved	0	0
to	0	0
Hingham	5	5
.	0	0
# New sentence = ' '' Arslanmyrat Amanow '' '	0	0
'	0	0
''	0	0
Arslanmyrat	1	1
Amanow	2	2
''	0	0
'	0	0
# New sentence = Nowjeh Deh-e Sheykhlar	0	0
Nowjeh	5	5
Deh-e	6	6
Sheykhlar	6	6
# New sentence = Admaston / Bromley	0	0
Admaston	5	5
/	0	0
Bromley	5	5
# New sentence = List of canal aqueducts in Great Britain	0	0
List	0	0
of	0	0
canal	0	0
aqueducts	0	0
in	0	0
Great	5	5
Britain	6	6
# New sentence = John Ure ( 1979–1981 )	0	0
John	1	1
Ure	2	2
(	0	0
1979–1981	0	0
)	0	0
# New sentence = ( Orioles ) .	0	0
(	0	0
Orioles	0	3
)	0	0
.	0	0
# New sentence = Société des Autoroutes de Paris Normandie	0	0
Société	3	3
des	4	4
Autoroutes	4	4
de	4	4
Paris	4	4
Normandie	4	4
# New sentence = List of football clubs in Serbia	0	0
List	0	0
of	0	0
football	0	0
clubs	0	0
in	0	0
Serbia	5	5
# New sentence = Romanian National Championship III :	0	0
Romanian	3	3
National	4	4
Championship	4	4
III	4	4
:	0	0
# New sentence = She was a member of the United States National Research Council and of the American Geophysical Union .	0	0
She	0	0
was	0	0
a	0	0
member	0	0
of	0	0
the	0	0
United	3	5
States	4	6
National	4	3
Research	4	4
Council	4	4
and	0	0
of	0	0
the	0	0
American	3	3
Geophysical	4	4
Union	4	4
.	0	0
# New sentence = Prince ?tsu ( ???? ) ( 663–686 )	0	0
Prince	0	1
?tsu	1	2
(	0	0
????	0	0
)	0	0
(	0	0
663–686	0	0
)	0	0
# New sentence = Cliff Townshend ( 1917–1986 )	0	0
Cliff	1	1
Townshend	2	2
(	0	0
1917–1986	0	0
)	0	0
# New sentence = *Arkansas : Ashley , Chicot , and Drew	0	0
*Arkansas	5	5
:	0	0
Ashley	5	5
,	0	0
Chicot	5	5
,	0	0
and	0	0
Drew	5	5
# New sentence = Administrative divisions of Saint Petersburg	0	0
Administrative	0	0
divisions	0	0
of	0	0
Saint	5	5
Petersburg	6	6
# New sentence = Thomas J. Robertson ( R-SC )	0	0
Thomas	1	1
J.	2	2
Robertson	2	2
(	0	0
R-SC	0	0
)	0	0
# New sentence = Estadio Luis `` Pirata '' Fuente	0	0
Estadio	5	5
Luis	6	6
``	0	0
Pirata	6	5
''	0	0
Fuente	6	5
# New sentence = Francesco Foggia ( 1603–1688 )	0	0
Francesco	1	1
Foggia	2	2
(	0	0
1603–1688	0	0
)	0	0
# New sentence = This species is very similar to Laurus novocanariensis '' .	0	0
This	0	0
species	0	0
is	0	0
very	0	0
similar	0	0
to	0	0
Laurus	0	0
novocanariensis	0	0
''	0	0
.	0	0
# New sentence = Laona Junction , Wisconsin	0	0
Laona	5	5
Junction	6	6
,	0	0
Wisconsin	5	5
# New sentence = Studholme College , Otago University	0	0
Studholme	3	3
College	4	4
,	0	0
Otago	3	3
University	4	4
# New sentence = ' '' Manuela Maleeva '' '5–7 , 6–2 , 6–3	0	0
'	0	0
''	0	0
Manuela	1	1
Maleeva	2	2
''	0	0
'5–7	0	0
,	0	0
6–2	0	0
,	0	0
6–3	0	0
"# New sentence = ; ''Matches were played in Stara Zagora and Nova Zagora ''"	0	0
";"	0	0
''Matches	0	0
were	0	0
played	0	0
in	0	0
Stara	1	5
Zagora	2	6
and	0	0
Nova	1	5
Zagora	2	6
''	0	0
# New sentence = '' Apamea scolopacina '' ( Esper , 1788 )	0	0
''	0	0
Apamea	0	0
scolopacina	0	0
''	0	0
(	0	0
Esper	1	1
,	0	0
1788	0	0
)	0	0
# New sentence = Luke the Evangelist	0	0
Luke	1	1
the	0	2
Evangelist	0	2
# New sentence = Grand Duke Michael Alexandrovich of Russia	0	0
Grand	0	0
Duke	0	0
Michael	1	1
Alexandrovich	2	2
of	0	0
Russia	5	5
# New sentence = '' Apotomis sauciana '' ( Frolich , 1828 )	0	0
''	0	0
Apotomis	0	0
sauciana	0	0
''	0	0
(	0	0
Frolich	1	1
,	0	0
1828	0	0
)	0	0
# New sentence = Sorkhakan , Kerman	0	0
Sorkhakan	5	5
,	0	0
Kerman	5	5
# New sentence = It debuted at number 105 on the ''Billboard '' 200 , selling nine thousand copies in its first week .	0	0
It	0	0
debuted	0	0
at	0	0
number	0	0
105	0	0
on	0	0
the	0	0
''Billboard	3	0
''	0	0
200	0	0
,	0	0
selling	0	0
nine	0	0
thousand	0	0
copies	0	0
in	0	0
its	0	0
first	0	0
week	0	0
.	0	0
# New sentence = Newbury]] ( 70,000 ) , Hungerford ( 6,000 ) , Kingsclere ( 3,000 )	0	0
Newbury]]	5	5
(	0	0
70	0	0
)	0	0
,	0	0
Hungerford	5	5
(	0	0
6	0	0
)	0	0
,	0	0
Kingsclere	5	5
(	0	0
3	0	0
)	0	0
# New sentence = *1984 - Bill Gates and George Streisinger	0	0
*1984	0	0
-	0	0
Bill	1	1
Gates	2	2
and	0	0
George	1	1
Streisinger	2	2
# New sentence = Nikola Milev ( 1881–1925 )	0	0
Nikola	1	1
Milev	2	2
(	0	0
1881–1925	0	0
)	0	0
# New sentence = Guillermo Gonzalez ( soccer )	0	0
Guillermo	1	1
Gonzalez	2	2
(	0	0
soccer	0	0
)	0	0
# New sentence = He has been capped by Cyprus U-21s .	0	0
He	0	0
has	0	0
been	0	0
capped	0	0
by	0	0
Cyprus	3	3
U-21s	4	4
.	0	0
# New sentence = Constantin von Liechtenstein	0	0
Constantin	1	1
von	2	2
Liechtenstein	2	2
# New sentence = St. Paul Academy and Summit School	0	0
St.	3	3
Paul	4	4
Academy	4	4
and	4	4
Summit	4	4
School	4	4
# New sentence = The residence is located at Gogolova 212 / 1 , Hrad?any , Czech Republic .	0	0
The	0	0
residence	0	0
is	0	0
located	0	0
at	0	0
Gogolova	5	5
212	0	6
/	0	6
1	0	6
,	0	6
Hrad?any	5	6
,	0	6
Czech	5	6
Republic	6	6
.	0	0
# New sentence = '' House of Style ''	0	0
''	0	0
House	0	0
of	0	0
Style	0	0
''	0	0
# New sentence = ' '' Maverick Viñales '' '	0	0
'	0	0
''	0	0
Maverick	1	1
Viñales	2	2
''	0	0
'	0	0
# New sentence = Adolph Lowe ( 1893–1995 )	0	0
Adolph	1	1
Lowe	2	2
(	0	0
1893–1995	0	0
)	0	0
# New sentence = In 1957 , he was appointed director of the New Shakespeare Theatre , in Liverpool .	0	0
In	0	0
1957	0	0
,	0	0
he	0	0
was	0	0
appointed	0	0
director	0	0
of	0	0
the	0	0
New	3	3
Shakespeare	4	4
Theatre	4	4
,	0	0
in	0	0
Liverpool	5	5
.	0	0
# New sentence = Alaska Peninsula National Wildlife Refuge	0	0
Alaska	5	5
Peninsula	6	6
National	6	6
Wildlife	6	6
Refuge	6	6
# New sentence = `` ( from the album Punk Rock Confidential '' )	0	0
``	0	0
(	0	0
from	0	0
the	0	0
album	0	0
Punk	0	0
Rock	0	0
Confidential	0	0
''	0	0
)	0	0
# New sentence = R. A. Jones	0	0
R.	1	1
A.	2	2
Jones	2	2
# New sentence = He first enrolled at Fort Scott Community College before transferring to Arizona State University .	0	0
He	0	0
first	0	0
enrolled	0	0
at	0	0
Fort	3	3
Scott	4	4
Community	4	4
College	4	4
before	0	0
transferring	0	0
to	0	0
Arizona	3	3
State	4	4
University	4	4
.	0	0
# New sentence = ( 1974 , Margaret )	0	0
(	0	0
1974	0	0
,	0	0
Margaret	1	0
)	0	0
# New sentence = Bill Berry , Peter Buck , Mike Mills , Michael Stipe	0	0
Bill	1	1
Berry	2	2
,	0	0
Peter	1	1
Buck	2	2
,	0	0
Mike	1	1
Mills	2	2
,	0	0
Michael	1	1
Stipe	2	2
# New sentence = Lewis David de Schweinitz	0	0
Lewis	1	1
David	2	2
de	2	2
Schweinitz	2	2
# New sentence = In 1998 and 1999 , he played for the Osaka Kintetsu Buffaloes in Japan 's Nippon Professional Baseball .	0	0
In	0	0
1998	0	0
and	0	0
1999	0	0
,	0	0
he	0	0
played	0	0
for	0	0
the	0	0
Osaka	3	3
Kintetsu	4	4
Buffaloes	4	4
in	0	0
Japan	5	5
's	0	0
Nippon	3	3
Professional	4	4
Baseball	4	4
.	0	0
# New sentence = Aurelius Township , Washington County , Ohio	0	0
Aurelius	5	5
Township	6	6
,	0	0
Washington	5	5
County	6	6
,	0	0
Ohio	0	5
# New sentence = Warta Nabada District	0	0
Warta	5	5
Nabada	6	6
District	6	6
# New sentence = 1977 IAAF World Cross Country Championships – Senior women 's race	0	0
1977	0	0
IAAF	3	3
World	4	4
Cross	4	4
Country	4	4
Championships	4	4
–	0	0
Senior	0	0
women	0	0
's	0	0
race	0	0
# New sentence = He played Ronnie Baxter in the first round and lost 1–3 .	0	0
He	0	0
played	0	0
Ronnie	1	1
Baxter	2	2
in	0	0
the	0	0
first	0	0
round	0	0
and	0	0
lost	0	0
1–3	0	0
.	0	0
# New sentence = Centre for Fine Arts , Brussels	0	0
Centre	3	3
for	4	4
Fine	4	4
Arts	4	4
,	0	0
Brussels	5	5
# New sentence = '' Fucking Åmål '' ( 1998 )	0	0
''	0	0
Fucking	0	0
Åmål	0	0
''	0	0
(	0	0
1998	0	0
)	0	0
# New sentence = She also played for Ye?ilyurt .	0	0
She	0	0
also	0	0
played	0	0
for	0	0
Ye?ilyurt	3	3
.	0	0
# New sentence = Alf Wiig ( 1952-1961 )	0	0
Alf	1	1
Wiig	2	2
(	0	0
1952-1961	0	0
)	0	0
# New sentence = Colin Charvis ( capt .	0	0
Colin	1	1
Charvis	2	2
(	0	0
capt	0	0
.	0	0
# New sentence = ' '' Aprilia '' '	0	0
'	0	0
''	0	0
Aprilia	3	3
''	0	0
'	0	0
# New sentence = *Portsmouth to Bilbao 2015 - present	0	0
*Portsmouth	5	5
to	0	0
Bilbao	5	5
2015	0	0
-	0	0
present	0	0
# New sentence = It passes through Shenley , London Colney and Colney Heath , finishing in Smallford near St Albans , where it links with the Alban Way .	0	0
It	0	0
passes	0	0
through	0	0
Shenley	5	5
,	0	0
London	5	5
Colney	6	6
and	0	0
Colney	5	5
Heath	6	6
,	0	0
finishing	0	0
in	0	0
Smallford	5	5
near	0	0
St	5	5
Albans	6	6
,	0	0
where	0	0
it	0	0
links	0	0
with	0	0
the	0	0
Alban	5	5
Way	6	6
.	0	0
# New sentence = *20 November 2009 - ' '' Lostprophets '' ' / The Blackout / The King Blues / Egyptian Hip Hop	0	0
*20	0	0
November	0	0
2009	0	0
-	0	0
'	0	0
''	0	0
Lostprophets	3	3
''	0	0
'	0	0
/	0	0
The	3	3
Blackout	4	4
/	0	0
The	3	3
King	4	4
Blues	4	4
/	0	0
Egyptian	3	3
Hip	4	4
Hop	4	4
# New sentence = Virginia State Route 91	0	0
Virginia	5	5
State	6	6
Route	6	6
91	0	6
# New sentence = Stratford , Oklahoma	0	0
Stratford	5	5
,	0	0
Oklahoma	5	5
# New sentence = `` One Mint Julep '' ( 1961 )	0	0
``	0	0
One	0	0
Mint	0	0
Julep	0	0
''	0	0
(	0	0
1961	0	0
)	0	0
# New sentence = ' '' Lewis Gilbert '' '	0	0
'	0	0
''	0	0
Lewis	1	1
Gilbert	2	2
''	0	0
'	0	0
# New sentence = Human rights in the State of Palestine	0	0
Human	0	0
rights	0	0
in	0	0
the	0	0
State	5	5
of	6	6
Palestine	6	6
# New sentence = History of Portugal ( 1640–1777 )	0	0
History	0	0
of	0	0
Portugal	5	5
(	0	0
1640–1777	0	0
)	0	0
# New sentence = The U.S. Space & Rocket Center is located in Huntsville , Alabama	0	0
The	0	0
U.S.	3	3
Space	4	4
&	4	4
Rocket	4	4
Center	4	4
is	0	0
located	0	0
in	0	0
Huntsville	5	5
,	0	0
Alabama	5	5
# New sentence = ' '' Ecuador '' ' -	0	0
'	0	0
''	0	0
Ecuador	5	5
''	0	0
'	0	0
-	0	0
# New sentence = Lloyd Robson Oval , Port Moresby	0	0
Lloyd	5	5
Robson	6	6
Oval	6	6
,	0	0
Port	5	5
Moresby	6	6
# New sentence = Alexandria on the Indus , Pakistan	0	0
Alexandria	5	5
on	6	6
the	6	6
Indus	6	6
,	0	0
Pakistan	5	5
# New sentence = Ben Boyd National Park	0	0
Ben	5	5
Boyd	6	6
National	6	6
Park	6	6
# New sentence = Shaikh Rasheed Ahmad	0	0
Shaikh	1	1
Rasheed	2	2
Ahmad	2	2
# New sentence = Phyllis Coates , Adventures of Superman '' ( 1952–1953 ) ''	0	0
Phyllis	1	1
Coates	2	2
,	0	0
Adventures	0	0
of	0	0
Superman	0	0
''	0	0
(	0	0
1952–1953	0	0
)	0	0
''	0	0
# New sentence = ISO 3166-2 codes for Japan	0	0
ISO	0	0
3166-2	0	0
codes	0	0
for	0	0
Japan	3	5
# New sentence = Three of those executed were captured in Slovakia .	0	0
Three	0	0
of	0	0
those	0	0
executed	0	0
were	0	0
captured	0	0
in	0	0
Slovakia	5	5
.	0	0
# New sentence = ' '' Lindley Beckworth ( D ) Unopposed '' '	0	0
'	0	0
''	0	0
Lindley	1	1
Beckworth	2	2
(	0	0
D	0	0
)	0	0
Unopposed	0	0
''	0	0
'	0	0
# New sentence = Dent Group / Keisley Limestone	0	0
Dent	3	5
Group	4	6
/	0	0
Keisley	3	5
Limestone	4	6
# New sentence = This version was released by Decca Records as catalog number 24391 .	0	0
This	0	0
version	0	0
was	0	0
released	0	0
by	0	0
Decca	3	3
Records	4	4
as	0	0
catalog	0	0
number	0	0
24391	0	0
.	0	0
# New sentence = '' Acontia gratiosa '' Wallengren , 1856	0	0
''	0	0
Acontia	0	0
gratiosa	0	0
''	0	0
Wallengren	1	1
,	0	0
1856	0	0
# New sentence = Osei Kofi Tutu I , Asantehene ( 1701–1717 )	0	0
Osei	1	1
Kofi	2	2
Tutu	2	2
I	0	2
,	0	0
Asantehene	0	0
(	0	0
1701–1717	0	0
)	0	0
# New sentence = File : JohnHancockSmall.jpg| '' John Hancock '' ' of Massachusetts	0	0
File	0	0
:	0	0
JohnHancockSmall.jpg|	0	0
''	0	0
John	1	1
Hancock	2	2
''	0	0
'	0	0
of	0	0
Massachusetts	5	5
# New sentence = Johnnie To , Law Wing-cheung	0	0
Johnnie	1	1
To	2	2
,	0	0
Law	1	1
Wing-cheung	2	2
# New sentence = 1949 ' '' Alan Fletcher '' '	0	0
1949	0	0
'	0	0
''	0	0
Alan	1	1
Fletcher	2	2
''	0	0
'	0	0
# New sentence = '' Inspiration '' ( Wide Hive Records , 2004 )	0	0
''	0	0
Inspiration	0	0
''	0	0
(	0	0
Wide	3	3
Hive	4	4
Records	4	4
,	0	0
2004	0	0
)	0	0
# New sentence = If Heaven Was n't So Far Away	0	0
If	0	0
Heaven	0	0
Was	0	0
n't	0	0
So	0	0
Far	0	0
Away	0	0
# New sentence = The ' '' ''Edmeston Local '' ' '' is a defunct newspaper from Edmeston , New York that was printed between 1882 and 1943 .	0	0
The	0	0
'	0	0
''	0	0
''Edmeston	0	3
Local	0	4
''	0	0
'	0	0
''	0	0
is	0	0
a	0	0
defunct	0	0
newspaper	0	0
from	0	0
Edmeston	5	5
,	0	0
New	5	5
York	6	6
that	0	0
was	0	0
printed	0	0
between	0	0
1882	0	0
and	0	0
1943	0	0
.	0	0
# New sentence = George Somers ( American football )	0	0
George	1	1
Somers	2	2
(	0	0
American	0	0
football	0	0
)	0	0
# New sentence = Robert T. Hill Middle School 6-8	0	0
Robert	3	3
T.	4	4
Hill	4	4
Middle	4	4
School	4	4
45875	0	0
# New sentence = Tufts University , University of Oregon , University of Notre Dame	0	0
Tufts	3	3
University	4	4
,	0	0
University	3	3
of	4	4
Oregon	4	4
,	0	0
University	3	3
of	4	4
Notre	4	4
Dame	4	4
# New sentence = Karlgarin , Western Australia	0	0
Karlgarin	5	5
,	0	0
Western	5	5
Australia	6	6
# New sentence = This accusation was witnessed by millions on the Headlines Today programme anchored by Rahul Kanwal .	0	0
This	0	0
accusation	0	0
was	0	0
witnessed	0	0
by	0	0
millions	0	0
on	0	0
the	0	0
Headlines	0	0
Today	0	0
programme	0	0
anchored	0	0
by	0	0
Rahul	1	1
Kanwal	2	2
.	0	0
# New sentence = Juan Zorrilla de San Martín	0	0
Juan	1	1
Zorrilla	2	2
de	2	2
San	2	2
Martín	2	2
# New sentence = Edward Lee ( bishop )	0	0
Edward	1	1
Lee	2	2
(	0	0
bishop	0	0
)	0	0
# New sentence = They are named after the Barito River .	0	0
They	0	0
are	0	0
named	0	0
after	0	0
the	0	0
Barito	5	5
River	6	6
.	0	0
# New sentence = Prince Edward Island '' : Charlottetown , Bonshaw , Cornwall	0	0
Prince	5	5
Edward	6	6
Island	6	6
''	0	0
:	0	0
Charlottetown	5	5
,	0	0
Bonshaw	5	5
,	0	0
Cornwall	5	5
# New sentence = ' '' Pakistan '' '	0	0
'	0	0
''	0	0
Pakistan	5	5
''	0	0
'	0	0
# New sentence = M1 ( *Plans : 1 Mbit / s , 2 Mbit / s , 4 Mbit / s , 7.2 Mbit / s , 21 Mbit / s )	0	0
M1	0	0
(	0	0
*Plans	0	0
:	0	0
1	0	0
Mbit	0	0
/	0	0
s	0	0
,	0	0
2	0	0
Mbit	0	0
/	0	0
s	0	0
,	0	0
4	0	0
Mbit	0	0
/	0	0
s	0	0
,	0	0
0,293055556	0	0
Mbit	0	0
/	0	0
s	0	0
,	0	0
21	0	0
Mbit	0	0
/	0	0
s	0	0
)	0	0
# New sentence = Thom Wilson – production	0	0
Thom	1	1
Wilson	2	2
–	0	0
production	0	0
# New sentence = Gary Bradds ( 1963 , 1964 )	0	0
Gary	1	1
Bradds	2	2
(	0	0
1963	0	0
,	0	0
1964	0	0
)	0	0
# New sentence = This area was to become part of Lincoln County , North Carolina in 1779 , and eventually Gaston County , in 1846 .	0	0
This	0	0
area	0	0
was	0	0
to	0	0
become	0	0
part	0	0
of	0	0
Lincoln	5	5
County	6	6
,	0	0
North	5	5
Carolina	6	6
in	0	0
1779	0	0
,	0	0
and	0	0
eventually	0	0
Gaston	5	5
County	6	6
,	0	0
in	0	0
1846	0	0
.	0	0
# New sentence = Ken Sanders ( 5 )	0	0
Ken	1	1
Sanders	2	2
(	0	0
5	0	0
)	0	0
# New sentence = Bassist Bryan Beller stated , `` We ended up using our different influences to write for each other .	0	0
Bassist	0	0
Bryan	1	1
Beller	2	2
stated	0	0
,	0	0
``	0	0
We	0	0
ended	0	0
up	0	0
using	0	0
our	0	0
different	0	0
influences	0	0
to	0	0
write	0	0
for	0	0
each	0	0
other	0	0
.	0	0
# New sentence = ' '' Iowa Energy '' '†	0	0
'	0	0
''	0	0
Iowa	3	3
Energy	4	4
''	0	0
'†	0	0
# New sentence = Kansas in the Civil War	0	0
Kansas	5	5
in	0	0
the	0	0
Civil	0	0
War	0	0
# New sentence = Tom Carper , U.S. Senator from Delaware .	0	0
Tom	1	1
Carper	2	2
,	0	0
U.S.	0	0
Senator	0	0
from	0	0
Delaware	5	5
.	0	0
# New sentence = Administrative divisions of Saint Petersburg	0	0
Administrative	0	0
divisions	0	0
of	0	0
Saint	5	5
Petersburg	6	6
# New sentence = Royal Photographic Society ( RPS )	0	0
Royal	3	3
Photographic	4	4
Society	4	4
(	0	0
RPS	3	3
)	0	0
# New sentence = Crested bobwhite , introduced successfully to the Grenadines and the Virgin Islands	0	0
Crested	0	0
bobwhite	0	0
,	0	0
introduced	0	0
successfully	0	0
to	0	0
the	0	0
Grenadines	5	5
and	0	0
the	0	0
Virgin	5	5
Islands	6	6
# New sentence = drawn by Mitsuo Hashimoto	0	0
drawn	0	0
by	0	0
Mitsuo	1	1
Hashimoto	2	2
# New sentence = Committee on the Judiciary	0	0
Committee	3	3
on	4	4
the	4	4
Judiciary	4	4
# New sentence = Kylie Minogue has received four wins from ten nominations , more than any other artist , for `` Where the Wild Roses Grow '' ( with Nick Cave and the Bad Seeds ) in 1996 , `` Spinning Around '' in 2000 , Light Years '' in 2001 and Fever '' in 2002 .	0	0
